Name,Timestamp,Content,Comments,Retweets,Likes,Tags,Mentions,Tweet ID,Handle,Sentiment,Contains False Info,Verify,Engagement
Asia News Network,2024-05-14 07:32:59+00:00,"The Meteorology, Climatology and Geophysics Agency said the recent heavy rainfall in the province was related to abnormally warm sea surface temperatures producing moisture-laden clouds. #ClimateWatch #NaturalDisaster #Indonesia #TheJakartaPosthttps://asianews.network/weather-anomaly-causes-deadly-flash-flooding-lahars-in-west-sumatra/…",0,0,0,"['#ClimateWatch', '#NaturalDisaster', '#Indonesia', '#TheJakartaPost']",[],tweet_id:1790284157253226942,@asianewsnetwork,0.09999999999999999,False,False,0
Gujarati Midday,2024-05-14 07:00:27+00:00,Gujarat Faces Drastic Weather Shift with Heavy Rains and Dust Storms#middaygujarati #GujaratWeather #WeatherChange #Rains #DustStorms #WeatherShift #ExtremeWeather #WeatherUpdate #ClimateChange #GujaratRain #WeatherAlert #NaturalDisaster,0,0,1,"['#middaygujarati', '#GujaratWeather', '#WeatherChange', '#Rains', '#DustStorms', '#WeatherShift', '#ExtremeWeather', '#WeatherUpdate', '#ClimateChange', '#GujaratRain', '#WeatherAlert', '#NaturalDisaster']",[],tweet_id:1790275967937810447,@middaygujarati,-0.2,False,False,1
Gujarati Midday,2024-05-14 06:44:38+00:00,"Amreli, Gujarat, Hit by Unexpected Hailstorm as Weather Takes a Turn#middaygujarati #Amreli #GujaratWeather #Hailstorm #UnexpectedWeather #WeatherUpdate #ClimateChange #ExtremeWeather #GujaratStorm #WeatherAlert #NaturalDisaster",0,0,0,"['#middaygujarati', '#Amreli', '#GujaratWeather', '#Hailstorm', '#UnexpectedWeather', '#WeatherUpdate', '#ClimateChange', '#ExtremeWeather', '#GujaratStorm', '#WeatherAlert', '#NaturalDisaster']",[],tweet_id:1790271988596117692,@middaygujarati,0.1,False,False,0
Zoop Press,2024-05-14 06:17:36+00:00,Terrifying Sumatra Floods: Rescuers Race Against Time!#SumatraFloods #RescueMission #NaturalDisaster #Indonesia #EmergencyResponse,0,0,0,"['#SumatraFloods', '#RescueMission', '#NaturalDisaster', '#Indonesia', '#EmergencyResponse']",[],tweet_id:1790265183954412008,@zooppress,-1.0,False,False,0
The Daily Intake,2024-05-14 05:43:54+00:00,Devastating floods in West Sumatra: Death toll rises to 52 with thousands evacuated. #Indonesia #WestSumatraFloods #WestSumatra #Sumatra #MountMarapi #MountMarapiEruption #FlashFloods #Mudslides #NaturalDisaster #EmergencyResponse #TheDailyIntake,0,0,0,"['#Indonesia', '#WestSumatraFloods', '#WestSumatra', '#Sumatra', '#MountMarapi', '#MountMarapiEruption', '#FlashFloods', '#Mudslides', '#NaturalDisaster', '#EmergencyResponse', '#TheDailyIntake']",[],tweet_id:1790256704531104056,@dailyintake2023,-1.0,False,False,0
World View,2024-05-13 23:00:02+00:00,Terrifying tornado and hail in Texas#texas #hail #Flood  #Flooding #Flashflood #Rain #Weather #Viral #Climate #naturaldisaster #severeweather,0,0,0,"['#texas', '#hail', '#Flood', '#Flooding', '#Flashflood', '#Rain', '#Weather', '#Viral', '#Climate', '#naturaldisaster', '#severeweather']",[],tweet_id:1790155066994815158,@WorldView188,-1.0,False,False,0
On The Pulse With Silki,2024-05-13 21:59:33+00:00,"Ok Guys, this is really BAD for Naples and Italy: ITALY's SUPERVOLCANO: It is getting serious ! VIDEO HERE:   https://youtu.be/FWOcutkzogo#italy #campiflegrei #phlegreanfields #volcano #earthquake #erdbeben #vulkan #naturaldisaster #Tsunami #Climate #Climatechange #vulkan",3,4,13,"['#italy', '#campiflegrei', '#phlegreanfields', '#volcano', '#earthquake', '#erdbeben', '#vulkan', '#naturaldisaster', '#Tsunami', '#Climate', '#Climatechange', '#vulkan']",[],tweet_id:1790139847031640398,@DZug08,-0.2055555555555555,False,False,20
John Silvani,2024-05-13 17:46:59+00:00,Accounting in healthcare has changed forever with these technologies https://bit.ly/43S7zhI#Gravity #Cloud #accounting #Software #Better #Smarter #Decisions #Data #Protection #NaturalDisaster #Healthcare #Recovery #RemoteWork #PowerPlatform #Business #Financial #Strategy,1,0,0,"['#Gravity', '#Cloud', '#accounting', '#Software', '#Better', '#Smarter', '#Decisions', '#Data', '#Protection', '#NaturalDisaster', '#Healthcare', '#Recovery', '#RemoteWork', '#PowerPlatform', '#Business', '#Financial', '#Strategy']",[],tweet_id:1790076286611693915,@jsilvani,0.25,False,False,1
No Fluff News,2024-05-13 16:40:20+00:00,"Flash Floods and Mudslides in West Sumatra, Indonesia

Flash floods and mudslides in Indonesia's West Sumatra province killed at least 43 people, with 15 still missing. The disaster was triggered by torrenti...#Indonesia #WestSumatra #NaturalDisaster",0,0,0,"['#Indonesia', '#WestSumatra', '#NaturalDisaster']",[],tweet_id:1790059514449817643,@RealNoFluffNews,-0.2333333333333333,False,False,0
Dr. Qudsia Huda,2024-05-13 16:38:48+00:00,Addressing health challenges from natural disasters and climate crisis is crucial- it’s everyone’s task#NaturalDisaster#ClimateCrisis,0,0,3,"['#NaturalDisaster', '#ClimateCrisis']",[],tweet_id:1790059129773392084,@QHuda7,0.05,False,False,3
World View,2024-05-13 23:00:02+00:00,Terrifying tornado and hail in Texas#texas #hail #Flood  #Flooding #Flashflood #Rain #Weather #Viral #Climate #naturaldisaster #severeweather,0,0,0,"['#texas', '#hail', '#Flood', '#Flooding', '#Flashflood', '#Rain', '#Weather', '#Viral', '#Climate', '#naturaldisaster', '#severeweather']",[],tweet_id:1790155066994815158,@WorldView188,-1.0,False,False,0
The Daily Intake,2024-05-14 05:43:54+00:00,Devastating floods in West Sumatra: Death toll rises to 52 with thousands evacuated. #Indonesia #WestSumatraFloods #WestSumatra #Sumatra #MountMarapi #MountMarapiEruption #FlashFloods #Mudslides #NaturalDisaster #EmergencyResponse #TheDailyIntake,0,0,0,"['#Indonesia', '#WestSumatraFloods', '#WestSumatra', '#Sumatra', '#MountMarapi', '#MountMarapiEruption', '#FlashFloods', '#Mudslides', '#NaturalDisaster', '#EmergencyResponse', '#TheDailyIntake']",[],tweet_id:1790256704531104056,@dailyintake2023,-1.0,False,False,0
Gujarati Midday,2024-05-14 07:00:27+00:00,Gujarat Faces Drastic Weather Shift with Heavy Rains and Dust Storms#middaygujarati #GujaratWeather #WeatherChange #Rains #DustStorms #WeatherShift #ExtremeWeather #WeatherUpdate #ClimateChange #GujaratRain #WeatherAlert #NaturalDisaster,0,0,1,"['#middaygujarati', '#GujaratWeather', '#WeatherChange', '#Rains', '#DustStorms', '#WeatherShift', '#ExtremeWeather', '#WeatherUpdate', '#ClimateChange', '#GujaratRain', '#WeatherAlert', '#NaturalDisaster']",[],tweet_id:1790275967937810447,@middaygujarati,-0.2,False,False,1
Gujarati Midday,2024-05-14 06:44:38+00:00,"Amreli, Gujarat, Hit by Unexpected Hailstorm as Weather Takes a Turn#middaygujarati #Amreli #GujaratWeather #Hailstorm #UnexpectedWeather #WeatherUpdate #ClimateChange #ExtremeWeather #GujaratStorm #WeatherAlert #NaturalDisaster",0,0,0,"['#middaygujarati', '#Amreli', '#GujaratWeather', '#Hailstorm', '#UnexpectedWeather', '#WeatherUpdate', '#ClimateChange', '#ExtremeWeather', '#GujaratStorm', '#WeatherAlert', '#NaturalDisaster']",[],tweet_id:1790271988596117692,@middaygujarati,0.1,False,False,0
Zoop Press,2024-05-14 06:17:36+00:00,Terrifying Sumatra Floods: Rescuers Race Against Time!#SumatraFloods #RescueMission #NaturalDisaster #Indonesia #EmergencyResponse,0,0,0,"['#SumatraFloods', '#RescueMission', '#NaturalDisaster', '#Indonesia', '#EmergencyResponse']",[],tweet_id:1790265183954412008,@zooppress,-1.0,False,False,0
World View,2024-05-13 23:00:02+00:00,Terrifying tornado and hail in Texas#texas #hail #Flood  #Flooding #Flashflood #Rain #Weather #Viral #Climate #naturaldisaster #severeweather,0,0,0,"['#texas', '#hail', '#Flood', '#Flooding', '#Flashflood', '#Rain', '#Weather', '#Viral', '#Climate', '#naturaldisaster', '#severeweather']",[],tweet_id:1790155066994815158,@WorldView188,-1.0,False,False,0
On The Pulse With Silki,2024-05-13 21:59:33+00:00,"Ok Guys, this is really BAD for Naples and Italy: ITALY's SUPERVOLCANO: It is getting serious ! VIDEO HERE:   https://youtu.be/FWOcutkzogo#italy #campiflegrei #phlegreanfields #volcano #earthquake #erdbeben #vulkan #naturaldisaster #Tsunami #Climate #Climatechange #vulkan",3,4,13,"['#italy', '#campiflegrei', '#phlegreanfields', '#volcano', '#earthquake', '#erdbeben', '#vulkan', '#naturaldisaster', '#Tsunami', '#Climate', '#Climatechange', '#vulkan']",[],tweet_id:1790139847031640398,@DZug08,-0.2055555555555555,False,False,20
John Silvani,2024-05-13 17:46:59+00:00,Accounting in healthcare has changed forever with these technologies https://bit.ly/43S7zhI#Gravity #Cloud #accounting #Software #Better #Smarter #Decisions #Data #Protection #NaturalDisaster #Healthcare #Recovery #RemoteWork #PowerPlatform #Business #Financial #Strategy,1,0,0,"['#Gravity', '#Cloud', '#accounting', '#Software', '#Better', '#Smarter', '#Decisions', '#Data', '#Protection', '#NaturalDisaster', '#Healthcare', '#Recovery', '#RemoteWork', '#PowerPlatform', '#Business', '#Financial', '#Strategy']",[],tweet_id:1790076286611693915,@jsilvani,0.25,False,False,1
No Fluff News,2024-05-13 16:40:20+00:00,"Flash Floods and Mudslides in West Sumatra, Indonesia

Flash floods and mudslides in Indonesia's West Sumatra province killed at least 43 people, with 15 still missing. The disaster was triggered by torrenti...#Indonesia #WestSumatra #NaturalDisaster",0,0,0,"['#Indonesia', '#WestSumatra', '#NaturalDisaster']",[],tweet_id:1790059514449817643,@RealNoFluffNews,-0.2333333333333333,False,False,0
Dr. Qudsia Huda,2024-05-13 16:38:48+00:00,Addressing health challenges from natural disasters and climate crisis is crucial- it’s everyone’s task#NaturalDisaster#ClimateCrisis,0,0,3,"['#NaturalDisaster', '#ClimateCrisis']",[],tweet_id:1790059129773392084,@QHuda7,0.05,False,False,3
John R. Taylor,2024-05-13 16:02:48+00:00,#Hurricane #Typhoon #naturaldisaster #Floods #earthquake #Prepper #emerg... https://youtu.be/Et2Wq41St_Y?si=qDd9lIBD3XLQApdO…… #Food,0,1,1,"['#Hurricane', '#Typhoon', '#naturaldisaster', '#Floods', '#earthquake', '#Prepper', '#emerg', '#Food']",[],tweet_id:1790050066423574665,@altcoingazette,0.0,False,False,2
World View,2024-05-13 15:51:39+00:00,"Storm, Hail Flash floods swept away many vehicles in Guangxi China #chiana #Flood #Flooding #Flashflood #Rain #Weather #Viral #Climate #naturaldisaster #severeweather",0,0,1,"['#chiana', '#Flood', '#Flooding', '#Flashflood', '#Rain', '#Weather', '#Viral', '#Climate', '#naturaldisaster', '#severeweather']",[],tweet_id:1790047264385245602,@WorldView188,0.5,False,True,1
Amaravati Today,2024-05-13 13:35:31+00:00,"Devastating Floods in Brazil 143 Dead, Chaos Ensues https://amaravati.today/post/death-toll-from-floods-in-brazil-s-south-reaches-143-as-rains-continue-to-pour…#BrazilFloods #SouthBrazil #PortoAlegreFloods #RioGrandedoSul #FloodDisaster #NaturalDisaster #ClimateCrisis #amaravati #amaravatitoday",0,0,0,"['#BrazilFloods', '#SouthBrazil', '#PortoAlegreFloods', '#RioGrandedoSul', '#FloodDisaster', '#NaturalDisaster', '#ClimateCrisis', '#amaravati', '#amaravatitoday']",[],tweet_id:1790013005456871490,@amaravati_today,-0.6,False,False,0
Gallinews.com,2024-05-13 13:07:08+00:00,"Tree Fall Andheri West Vira Desai Road

Read Full News: https://bit.ly/3ypw5Lo#Andheri #andheriwest #BadWeather #MumbaiWeatherUpdate #NaturalDisaster #StaySafeMumbai #TreeEmergency #Treefall #ViraDesaiRoad",0,0,0,"['#Andheri', '#andheriwest', '#BadWeather', '#MumbaiWeatherUpdate', '#NaturalDisaster', '#StaySafeMumbai', '#TreeEmergency', '#Treefall', '#ViraDesaiRoad']",[],tweet_id:1790005859117908399,@gallinews,0.35,False,False,0
Gallinews.com,2024-05-13 12:36:58+00:00,"Taloja : Hail Strom in Taloja Oleh (Hail Strom) Pad Rahe Taloja mai

Read Full News: https://bit.ly/3ysn44c#emergencyresponse #Hailstorm #NaturalDisaster #Oleh #staysafe #StormWarning #Taloja #weatheralert",0,0,0,"['#emergencyresponse', '#Hailstorm', '#NaturalDisaster', '#Oleh', '#staysafe', '#StormWarning', '#Taloja', '#weatheralert']",[],tweet_id:1789998267238953445,@gallinews,0.35,False,False,0
MakeBiz || Business & Technology + Money Tips ||,2024-05-13 12:30:04+00:00,"Devastating flash floods in #Afghanistan claim over 300 lives, with Baghlan province bearing the brunt.#AfghanistanFloods #Baghlan #EmergencyResponse #HumanitarianAid #flood #naturaldisaster #nature",0,1,2,"['#Afghanistan', '#AfghanistanFloods', '#Baghlan', '#EmergencyResponse', '#HumanitarianAid', '#flood', '#naturaldisaster', '#nature']",[],tweet_id:1789996531757494603,@makebizofficial,-1.0,False,False,3
Jaimie Isaias,2024-05-13 11:33:07+00:00,Mount Marapi's eruption and subsequent flash floods claim 43 lives in West Sumatra https://noah-news.com/gb/en/environment/2024/05/13/mount-marapis-eruption-and-subsequent-flash-floods-claim--lives-in-west-sumatra… #Indonesia #volcaniceruption #naturaldisaster,0,0,0,"['#Indonesia', '#volcaniceruption', '#naturaldisaster']",[],tweet_id:1789982201276170303,@JIsaias_Noah,0.0,False,False,0
Sinar Daily,2024-05-13 11:30:09+00:00,Heavy rainfall triggered flash floods and a mudslide from a cold lava flow on Mount Marapi volcano resulting in 43 deaths and 15 missing persons. #Merapi #volcano #deaths #naturaldisaster,0,1,0,"['#Merapi', '#volcano', '#deaths', '#naturaldisaster']",[],tweet_id:1789981453289177165,@sinardailymy,-0.3333333333333333,False,False,1
shorts91,2024-05-13 10:26:19+00:00,"Indonesia faces devastation as flash floods and cold lava mudslides kill 41. Urgent rescue efforts continue amid grim search for survivors. 

Read more on https://shorts91.com/category/international…#SumatraTragedy #NaturalDisaster #Indonesia #ColdLava #Mudslides",0,0,1,"['#SumatraTragedy', '#NaturalDisaster', '#Indonesia', '#ColdLava', '#Mudslides']",[],tweet_id:1789965391608819839,@shorts_91,-0.3666666666666667,False,False,1
the egg theatre,2024-05-13 09:53:30+00:00,"Looking forward to hosting  lecture on the intriguing possibility that the #Bristol Channel flood of 1607, was triggered by a tsunami. Don't miss this thought-provoking FREE talk shedding light on a centuries-old mystery. #History #NaturalDisaster ",0,1,2,"['#Bristol', '#History', '#NaturalDisaster']","['@ProfSHaslett', '@bathSpaUni']",tweet_id:1789957130037891340,@theeggbath,0.375,False,False,3
Asia News Network,2024-05-13 07:31:37+00:00,Heavy rain on May 10 sent roaring rivers of water and mud crashing through villages and across agricultural land in several provinces. #ClimateWatch #NaturalDisaster #Afghanistan #TheStraitsTimeshttps://asianews.network/they-drowned-together-lives-swept-away-by-afghanistan-floods/…,1,1,0,"['#ClimateWatch', '#NaturalDisaster', '#Afghanistan', '#TheStraitsTimes']",[],tweet_id:1789921423684677965,@asianewsnetwork,-0.1,False,False,2
Quantum Actuary,2024-05-13 07:15:13+00:00,"Actuaries predict nature's fury!   Using data & models, they assess natural disaster risks, helping communities prepare & insurers manage costs. #ActuarialScience #NaturalDisaster",0,1,1,"['#ActuarialScience', '#NaturalDisaster']",[],tweet_id:1789917299350065519,@quantumactuary,0.1,False,False,2
Asia News Network,2024-05-13 07:02:55+00:00,"Hours of heavy rain caused flooding in two districts in West Sumatra province on Saturday evening and sent sweeping ash and large rocks down Mount Marapi, the most active volcano in Sumatra. #NaturalDisaster #Indonesia #TheJakartaPosthttps://asianews.network/death-toll-rises-to-34-in-west-sumatra-floods/…",0,1,0,"['#NaturalDisaster', '#Indonesia', '#TheJakartaPost']",[],tweet_id:1789914202619932761,@asianewsnetwork,0.045079365079365066,False,False,1
DXB News Network,2024-05-13 06:49:20+00:00,"When Mount Ibu in Indonesia erupts once more, ash towers five kilometers into the sky
.
Read Full News: https://dxbnewsnetwork.com/mount-ibu-recent-eruption-spews-ash-5-km-into-indonesias-skies….#MountIbu #VolcanicEruption #Indonesia #NaturalDisaster #AshPlume #Halmahera #SafetyAlert #dxbnewsnetwork #headlines #trendingnews #dxbnews #dxbdnn",0,0,0,"['#MountIbu', '#VolcanicEruption', '#Indonesia', '#NaturalDisaster', '#AshPlume', '#Halmahera', '#SafetyAlert', '#dxbnewsnetwork', '#headlines', '#trendingnews', '#dxbnews', '#dxbdnn']",[],tweet_id:1789910784962650459,@dxbnewsnetwork,0.425,False,False,0
Zoop Press,2024-05-13 06:17:49+00:00,"Devastating Monsoon Tragedy: 41 Dead, 17 Missing in Indonesia Flash Floods!#IndonesiaFloods #SumatraTragedy #MonsoonDisaster #RescueOperations #NaturalDisaster",0,0,0,"['#IndonesiaFloods', '#SumatraTragedy', '#MonsoonDisaster', '#RescueOperations', '#NaturalDisaster']",[],tweet_id:1789902854246785075,@zooppress,-0.4666666666666666,False,False,0
newspulse.pro,2024-05-13 05:39:32+00:00,Cold Lava and Floods Kill 37 on Indonesian Island of Sumatra#Indonesia  #NaturalDisaster#floods #Volcano#sumatra #ColdLava#Lahar#FlashFloods,0,0,0,"['#Indonesia', '#NaturalDisaster', '#floods', '#Volcano', '#sumatra', '#ColdLava', '#Lahar', '#FlashFloods', '', '']",[],tweet_id:1789893217619456210,@newspulsepro,-0.6,False,False,0
The Daily Story,2024-05-13 00:39:53+00:00,"""Devastating flash floods claim 28 lives and leave many missing in #Indonesia. The cold lava flow intensifies the tragedy. Stay tuned for our in-depth analysis. #NaturalDisaster"" 

(139 characters)
Read more: https://thedailystory.net/28-dead-multiple-missing-in-indonesian-flash-floods-and-cold-lava-flow-analysis/…",0,0,0,"['#Indonesia', '#NaturalDisaster']",[],tweet_id:1789817809276469731,@thedailystory_X,-0.15999999999999998,False,False,0
John R. Taylor,2024-05-12 21:07:57+00:00,#Hurricane #Typhoon #naturaldisaster #Floods #earthquake #Prepper #emerg... https://youtu.be/Et2Wq41St_Y?si=qDd9lIBD3XLQApdO… #Food,0,1,1,"['#Hurricane', '#Typhoon', '#naturaldisaster', '#Floods', '#earthquake', '#Prepper', '#emerg', '#Food']",[],tweet_id:1789764473051390284,@altcoingazette,0.0,False,False,2
HorrorFuel.com,2024-05-12 18:28:00+00:00,Nature Shows No Mercy in the New ‘Twisters’ Trailer#Twisters #Twister #movienews #movietrailer #naturaldisaster #tornados,0,0,1,"['#Twisters', '#Twister', '#movienews', '#movietrailer', '#naturaldisaster', '#tornados']",[],tweet_id:1789724220169355456,@HorrorFuel_com,0.13636363636363635,False,True,1
Habib K Ghafary,2024-05-12 18:06:59+00:00,"Urgent Appeal: Baghlan floods, #Afghanistan, #Baghlanfloods, #naturaldisaster, #floods https://gofund.me/6d58ec63",2,2,5,"['#Afghanistan', '#Baghlanfloods', '#naturaldisaster', '#floods']",[],tweet_id:1789718930845585750,@GhafaryH,0.0,False,False,9
Knowvity,2024-05-12 17:36:38+00:00,"A 6.4 magnitude earthquake has struck the border region between Mexico and Guatemala, shaking the area. #Earthquake #Mexico #Guatemala #NaturalDisaster",0,0,0,"['#Earthquake', '#Mexico', '#Guatemala', '#NaturalDisaster']",[],tweet_id:1789711295593288147,@knowvity,0.0,False,False,0
Trivia AI,2024-05-12 15:48:17+00:00,"#OnThisDay 2008: A devastating earthquake strikes Sichuan province in China, causing widespread destruction and loss of life. International aid efforts were mobilized in response to the disaster. #SichuanEarthquake #China #NaturalDisaster ",0,0,0,"['#OnThisDay', '#SichuanEarthquake', '#China', '#NaturalDisaster']",[],tweet_id:1789684026359546068,@trivi_ai,-0.5,False,False,0
Sach The Reality,2024-05-12 11:40:33+00:00,"The death toll from flooding in Afghanistan has crossed 300 resulting in a massive humanitarian crisis, the floods have wreaked havoc in the Afghan provinces of Badakhshan, Ghor, Baghlan, and Herat. #Afghanistan #flood #naturaldisaster #SachTheReality",0,0,0,"['#Afghanistan', '#flood', '#naturaldisaster', '#SachTheReality']",[],tweet_id:1789621684426703039,@SachNortheast,0.0,False,False,0
India News Himachal,2024-05-12 08:21:19+00:00,Baijnath Landslide: मुलथान में हुए पानी बहाव से लोगों को हुआ नुकसान | India News Himachal Pradesh#baijnath #mandi #landslide #naturaldisaster #mandilandslide #loksabhaelection2024 #elections2024 #indianews,0,0,4,"['#baijnath', '#mandi', '#landslide', '#naturaldisaster', '#mandilandslide', '#loksabhaelection2024', '#elections2024', '#indianews']",[],tweet_id:1789571542512259268,@indianewshp,0.0,False,False,4
India News Himachal,2024-05-12 07:51:40+00:00,Mandi Landslide: मंडी में तूफान से रसोई घर पर गिरा पेड़ | India News Himachal Pradesh#mandi #landslide #naturaldisaster #mandilandslide #loksabhaelection2024 #elections2024 #indianews,0,0,2,"['#mandi', '#landslide', '#naturaldisaster', '#mandilandslide', '#loksabhaelection2024', '#elections2024', '#indianews']",[],tweet_id:1789564082082742511,@indianewshp,0.0,False,False,2
Al-Mukhbir,2024-05-12 05:36:53+00:00,Indonesia's West Sumatra province as severe floods sweep through the region. At least 15 lives have been lost and 18 others injured in this devastating natural disaster#IndonesiaFloods #WestSumatra #NaturalDisaster #RescueEfforts #BreakingNews #China #BreakingNews #Japan #Dubai,0,0,0,"['#IndonesiaFloods', '#WestSumatra', '#NaturalDisaster', '#RescueEfforts', '#BreakingNews', '#China', '#BreakingNews', '#Japan', '#Dubai']",[],tweet_id:1789530164763722149,@al_mukhbir,-0.39999999999999997,False,False,0
Nature Shiner,2024-05-12 03:47:37+00:00,See Why They're Viewed From 'Hell's Eye'.#VolcanoEruption #VolcanoWatch #NaturalDisaster #Geology #VolcanicActivity #LavaFlow #VolcanoAlert #RingOfFire #AshCloud #VolcanoResearch #Volcano #VolcanoEruption #VolcanicActivity #VolcanoWatch #RingOfFire #Lava,0,0,1,"['#VolcanoEruption', '#VolcanoWatch', '#NaturalDisaster', '#Geology', '#VolcanicActivity', '#LavaFlow', '#VolcanoAlert', '#RingOfFire', '#AshCloud', '#VolcanoResearch', '#Volcano', '#VolcanoEruption', '#VolcanicActivity', '#VolcanoWatch', '#RingOfFire', '#Lava']",['@NatureShiner'],tweet_id:1789502665627685005,@NatureShiner,0.0,False,False,1
Adilson sp,2024-05-11 18:58:31+00:00,News Internacional - 7newsaustralia7 - NEWS Austrália The flooding death toll in southern Brazil has topped 100. #brazil  #floods  #naturaldisaster  #7NEWS  #SosRioGrandeDoSul,0,3,7,"['#brazil', '#floods', '#naturaldisaster', '#7NEWS', '#SosRioGrandeDoSul']",[],tweet_id:1789369514808713414,@adilsonesp,0.0,False,False,10
News360,2024-05-11 18:56:20+00:00,#BREAKING: Death Toll Rises to 150 in Devastating Flash Floods Gripping Afghanistan#AfghanistanFloods #DevastatingFloods #FlashFloods #NaturalDisaster #EmergencyResponse #RescueEfforts #HumanitarianCrisis #DisasterRelief #ClimateChange #FloodVictims #PrayersForAfghanistan #Supp,0,0,1,"['#BREAKING', '#AfghanistanFloods', '#DevastatingFloods', '#FlashFloods', '#NaturalDisaster', '#EmergencyResponse', '#RescueEfforts', '#HumanitarianCrisis', '#DisasterRelief', '#ClimateChange', '#FloodVictims', '#PrayersForAfghanistan', '#Supp']",[],tweet_id:1789368964490899900,@News360press,-0.25,False,False,1
Knowvity,2024-05-11 18:46:59+00:00,Devastating flash floods in Afghanistan claim at least 200 lives as country faces a rising humanitarian emergency. #AfghanistanFloods #HumanitarianCrisis #NaturalDisaster #EmergencyResponse,0,0,0,"['#AfghanistanFloods', '#HumanitarianCrisis', '#NaturalDisaster', '#EmergencyResponse']",[],tweet_id:1789366609213030550,@knowvity,-0.65,False,False,0
Bajrang Lal Dhaka,2024-05-11 18:41:07+00:00,#Naturaldisaster#Strom,0,0,0,"['#Naturaldisaster', '#Strom']",[],tweet_id:1789365134240133433,@BljatDhaka,0.0,False,False,0
Al-Mukhbir,2024-05-11 16:39:15+00:00,At least 153 people have lost their lives in northern Afghanistan due to devastating flash floods caused by torrential rains.#Afghanistan #Floods #EmergencyResponse #NaturalDisaster #ClimateCrisis #NewsUpdate #WeatherUpdate #BreakingNews #DeathToll,0,0,0,"['#Afghanistan', '#Floods', '#EmergencyResponse', '#NaturalDisaster', '#ClimateCrisis', '#NewsUpdate', '#WeatherUpdate', '#BreakingNews', '#DeathToll']",[],tweet_id:1789334466378305850,@al_mukhbir,-0.47500000000000003,False,False,0
Amaravati Today,2024-05-11 15:46:31+00:00,"Tragic Loss Afghan Floods Claim 150 Lives, Mourners Share Grief https://amaravati.today/post/afghanistan-floods-kill-at-least-153-taliban-interior-ministry-says…#AfghanistanFloods #Taliban #NorthernAfghanistan #DevastatingFloods #Mourning #FlashFloods #NaturalDisaster #Loss #Grief #FamilyTragedy#amaravati #amaravatitoday",0,1,0,"['#AfghanistanFloods', '#Taliban', '#NorthernAfghanistan', '#DevastatingFloods', '#Mourning', '#FlashFloods', '#NaturalDisaster', '#Loss', '#Grief', '#FamilyTragedy', '#amaravati', '#amaravatitoday']",[],tweet_id:1789321196581822927,@amaravati_today,-0.7833333333333333,False,False,1
Fourth Pillar Post,2024-05-11 15:32:01+00:00,Tragic news from Afghanistan as flash floods claim over 200 lives in Baghlan province alone. Our hearts go out to all affected by this devastating disaster. #AfghanistanFloods #NaturalDisaster #HumanitarianCrisisRead more: https://4thpillarpost.com,0,1,0,"['#AfghanistanFloods', '#NaturalDisaster', '#HumanitarianCrisis']",[],tweet_id:1789317544089669674,@Post4th,-0.4166666666666667,False,False,1
kungfuhebrew,2024-05-11 13:13:59+00:00,Mind-Blowing Natural Disasters: Rescuing a Horse from a Flooded Roof#FloodRescue #HorseRescue #NaturalDisaster #BrazilFlood #InspiringRescue #Bravery #Compassion #IncredibleFeats #AnimalRescue #DisasterSurvival,0,0,0,"['#FloodRescue', '#HorseRescue', '#NaturalDisaster', '#BrazilFlood', '#InspiringRescue', '#Bravery', '#Compassion', '#IncredibleFeats', '#AnimalRescue', '#DisasterSurvival']",[],tweet_id:1789282808340361599,@kungfuhebrew,0.1,False,False,0
MisNewz,2024-05-11 12:22:06+00:00,Horrible floods devastate Afghanistan!  Hundreds dead & thousands homeless.  #AfghanistanFloods  Taliban declares emergency.  Sending prayers & calling for international aid.  #GlobalSupport  #NaturalDisaster,0,1,0,"['#AfghanistanFloods', '#GlobalSupport', '#NaturalDisaster']",[],tweet_id:1789269753359458587,@NewzMis,-0.39999999999999997,False,False,1
Apna Punjab Media,2024-05-11 08:49:23+00:00,"ਅਮਰੀਕਾ ਦੇ ਇਹਨਾ ਹਿੱਸਿਆ ਤੇ ਹੋਵੇਗਾ ਜਿਆਦਾ ਅਸਰ...
ਸੂਰਜੀ ਤੂਫਾਨ ਨਾਲ ਕਿੱਥੇ ਹੋਵੇਗੀ ਕਿੰਨੀ ਤਬਾਹੀ?#SolarStorm #NaturalDisaster #ClimateChange #EnvironmentalImpact #PowerOutage #WeatherEvent #DisasterPreparedness #EmergencyResponse #SurvivalSkills #ProtectYourself #staysafe",0,0,0,"['#SolarStorm', '#NaturalDisaster', '#ClimateChange', '#EnvironmentalImpact', '#PowerOutage', '#WeatherEvent', '#DisasterPreparedness', '#EmergencyResponse', '#SurvivalSkills', '#ProtectYourself', '#staysafe']",[],tweet_id:1789216217913250042,@apnapunjabmedia,0.0,False,False,0
Fatafat News,2024-05-11 07:54:52+00:00,"Watch the devastating aftermath of flash flooding in northern Afghanistan, where heavy seasonal rains caught residents off guard.#Afghanistan #FlashFlood #ClimateChange #NaturalDisaster #EmergencyResponse #HumanitarianAid",0,0,0,"['#Afghanistan', '#FlashFlood', '#ClimateChange', '#NaturalDisaster', '#EmergencyResponse', '#HumanitarianAid']",[],tweet_id:1789202498583994515,@FatafatNews2020,-0.6,False,False,0
