Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Click Me Pakistan,@ClickMePakistan,2024-05-02T16:39:39.000Z,False,"Recent heavy rains in Saudi Arabia have caused flash floods, particularly affecting Riyadh, the capital, and other regions. Authorities have closed schools in multiple areas due to the dangerous conditions. #clickmepakistan #WeatherAlert #saudiarabia #naturaldisaster",0,0,0,40,"['#clickmepakistan', '#WeatherAlert', '#saudiarabia', '#naturaldisaster']",[],[],https://pbs.twimg.com/profile_images/1719619306042929152/VD88NRRs_normal.jpg,https://x.com/ClickMePakistan/status/1786073077148688459,tweet_id:1786073077148688459
Impacting.art,@ImpactingArt,2024-05-02T15:17:00.000Z,False,"April 29, 2024 - Kenya dam burst kills more than 40

From: https://bbc.co.uk/news/world-africa-68896456…#KenyaFloods #DamBurst #HeavyRain #NaturalDisaster #PrayForKenya #nft #nftart #nftcommunity #nftartist #cryptoart #midjourney #midjourneyart #aiartcommunity #人工知能アート #nft艺术 #AI绘画",0,0,1,43,"['#KenyaFloods', '#DamBurst', '#HeavyRain', '#NaturalDisaster', '#PrayForKenya', '#nft', '#nftart', '#nftcommunity', '#nftartist', '#cryptoart', '#midjourney', '#midjourneyart', '#aiartcommunity', '#人工知能アート', '#nft艺术', '#AI绘画']",[],[],https://pbs.twimg.com/profile_images/1611177378038022145/090ODqRh_normal.jpg,https://x.com/ImpactingArt/status/1786052275674239206,tweet_id:1786052275674239206
Zoop Press,@zooppress,2024-05-02T14:12:22.000Z,False,"Volcano Fury: Ruang's 2,000-Meter Ash Cloud Sparks Urgent Evacuations!#RuangVolcano #AshCloud #Evacuations #NaturalDisaster #SafetyFirst",0,0,0,27,"['#RuangVolcano', '#AshCloud', '#Evacuations', '#NaturalDisaster', '#SafetyFirst']",[],[],https://pbs.twimg.com/profile_images/1760920178374688768/hi4vsKpC_normal.jpg,https://x.com/zooppress/status/1786036008854913112,tweet_id:1786036008854913112
Junior Imprint,@juniorimprint,2024-05-02T13:45:49.000Z,False,Read more..https://instagram.com/p/C6d9dycyoAp/?igsh=MW9kN3d6MjluMzBsag==…Source - https://phys.org/news/2024-04-people-evacuated-indonesian-volcano-spews.html…#MountRaungEruption #IndonesiaVolcano #EvacuationAlert #NaturalDisaster #NewsUpdate#SafetyFirst #VolcanicAsh #EmergencyResponse #DisasterPreparedness #SulawesiIsland,0,0,0,19,"['#MountRaungEruption', '#IndonesiaVolcano', '#EvacuationAlert', '#NaturalDisaster', '#NewsUpdate', '#SafetyFirst', '#VolcanicAsh', '#EmergencyResponse', '#DisasterPreparedness', '#SulawesiIsland']",[],[],https://pbs.twimg.com/profile_images/1686426273663623168/NWN-pP4v_normal.jpg,https://x.com/juniorimprint/status/1786029328997994878,tweet_id:1786029328997994878
TRENDING TODAY,@viral98555,2024-05-02T13:26:06.000Z,False,Dubai Under Serious Threat!! Terrifying Storm in Dubai Today#windstrom #strongstrom #flooding #dubai #uae #disaster #naturaldisaster #extremeweather #breakingnews,0,1,0,184,"['#windstrom', '#strongstrom', '#flooding', '#dubai', '#uae', '#disaster', '#naturaldisaster', '#extremeweather', '#breakingnews']",[],[],https://pbs.twimg.com/profile_images/1786042016796975104/tOo5YfhN_normal.jpg,https://x.com/viral98555/status/1786024368361046309,tweet_id:1786024368361046309
Oracle Stella Njolwa,@stellanjolwa,2024-05-02T13:22:44.000Z,False,ORACLE WARNED MORE FLOODS | TANZANIA FLOODS DISPLACE HUNDREDS & DEATHS RISE https://youtu.be/N10MdIS04iI?si=3XnWxWPHQC5lDwVm… via  #tanzania #africafloods #africa #daressalaam #eastafrica #floods #oracle #precognition #naturaldisaster,0,0,0,44,"['#tanzania', '#africafloods', '#africa', '#daressalaam', '#eastafrica', '#floods', '#oracle', '#precognition', '#naturaldisaster']",['@YouTube'],[],https://pbs.twimg.com/profile_images/1690799515756888064/5jNbREUy_normal.jpg,https://x.com/stellanjolwa/status/1786023518716444686,tweet_id:1786023518716444686
TheHawk,@thehawk,2024-05-02T13:12:08.000Z,True,#WATCH | Breaking News: #Dubai Turns Into Water City Again!#DubaiFloods #WeatherUpdate #StaySafe #EmergencyPreparedness #HeavyRain #UAEWeather #NaturalDisaster #FloodSafety #dubai #dubainews #localnews #internationalnews #international #abudhabi,0,0,0,82,"['#WATCH', '#Dubai', '#DubaiFloods', '#WeatherUpdate', '#StaySafe', '#EmergencyPreparedness', '#HeavyRain', '#UAEWeather', '#NaturalDisaster', '#FloodSafety', '#dubai', '#dubainews', '#localnews', '#internationalnews', '#international', '#abudhabi']",[],[],https://pbs.twimg.com/profile_images/833185559422107648/JBeubrpb_normal.jpg,https://x.com/thehawk/status/1786020851525235084,tweet_id:1786020851525235084
Amazing Stories,@XStoriesAmazing,2024-05-02T10:51:05.000Z,False,"On April 16, a powerful storm flooded Dubai, leaving a trail of destruction. Local car dealerships captured the devastating aftermath, showing rare sports cars like the $250M Pagani Huayra submerged in mud. Not for the faint of heart #DubaiFlood #LuxuryCars #NaturalDisaster",0,0,2,209,"['#DubaiFlood', '#LuxuryCars', '#NaturalDisaster']",[],[],https://pbs.twimg.com/profile_images/1778011571702181888/JlhUJo9S_normal.jpg,https://x.com/XStoriesAmazing/status/1785985355805569242,tweet_id:1785985355805569242
DXB News Network,@dxbnewsnetwork,2024-05-02T09:37:25.000Z,False,"Tragic Update: Death Toll Reaches 36 in China Highway Collapse
.
Read Full News: https://dxbnewsnetwork.com/report-death-toll-climbs-to-36-in-china-highway-collapse….#GuangdongDisaster #HighwayCollapse #ExtremeWeather #ChinaNews #NaturalDisaster #dxbnewsnetwork #breakingnews #headlines #trendingnews #dxbnews #dxbdnn",0,0,0,24,"['#GuangdongDisaster', '#HighwayCollapse', '#ExtremeWeather', '#ChinaNews', '#NaturalDisaster', '#dxbnewsnetwork', '#breakingnews', '#headlines', '#trendingnews', '#dxbnews', '#dxbdnn']",[],[],https://pbs.twimg.com/profile_images/1730927064507695104/ZCJ9p7wi_normal.jpg,https://x.com/dxbnewsnetwork/status/1785966818588283123,tweet_id:1785966818588283123
Shilapatra,@Shilapatra,2024-05-02T08:39:43.000Z,False,"बाढीले सडक बगाएपछि पहिरोमा खसे २० वटा गाडी, ३४ जनाको मृत्यु #China #ChinaFlood#Guangdong#Naturaldisaster#Heavyrain#Storm",0,1,0,481,"['#China', '#ChinaFlood', '#Guangdong', '#Naturaldisaster', '#Heavyrain', '#Storm']",[],[],https://pbs.twimg.com/profile_images/1094021867516690432/8IxApaaY_normal.jpg,https://x.com/Shilapatra/status/1785952296276271327,tweet_id:1785952296276271327
ANFACI,@anfaci1978,2024-05-02T08:38:46.000Z,False,"#Anfaci, iniziati in #Turchia i lavori internazionali delle #giornate europee dei rappresentanti dello Stato. Presenti varie delegazioni. Tema di quest’anno ""Management of #naturaldisaster by the state territorial representatives""",0,1,8,86,"['#Anfaci', '#Turchia', '#giornate', '#naturaldisaster']",[],[],https://pbs.twimg.com/profile_images/1151024702296657921/RRfipQwy_normal.jpg,https://x.com/anfaci1978/status/1785952056773099930,tweet_id:1785952056773099930
Drishti IAS English,@drishtiiaseng,2024-05-02T06:55:42.000Z,True,Can you tackle this question?#Ehime #Earthquake #NaturalDisaster #Nature #Vietnam #Japan #SouthKorea #Indonesia #UPSC2024 #IAS #IFS #InstagramReel #ReelsInsta #ReelsOfInstagram #ReelsIndia #ReelsViral #ViralReels #TrendingVideo #ReelInstagram #DrishtiIAS #DrishtiIASEnglish,2,0,1,395,"['#Ehime', '#Earthquake', '#NaturalDisaster', '#Nature', '#Vietnam', '#Japan', '#SouthKorea', '#Indonesia', '#UPSC2024', '#IAS', '#IFS', '#InstagramReel', '#ReelsInsta', '#ReelsOfInstagram', '#ReelsIndia', '#ReelsViral', '#ViralReels', '#TrendingVideo', '#ReelInstagram', '#DrishtiIAS', '#DrishtiIASEnglish']",[],[],https://pbs.twimg.com/profile_images/1788452465123160064/2ZPrgrib_normal.jpg,https://x.com/drishtiiaseng/status/1785926120388411411,tweet_id:1785926120388411411
SAVAGE WILDERNESS,@SavageWiderness,2024-05-02T06:55:31.000Z,False,"During floods, it's really important to follow safety rules to stay safe. If you need help or advice, Call; 0702008024#StaySafe #SafetyFirst #southc #CommunitySupport #NaturalDisaster #FloodAwareness #Resilience #HelpNeeded #StayInformed #SupportLocal",0,1,2,125,"['#StaySafe', '#SafetyFirst', '#southc', '#CommunitySupport', '#NaturalDisaster', '#FloodAwareness', '#Resilience', '#HelpNeeded', '#StayInformed', '#SupportLocal']",[],[],https://pbs.twimg.com/profile_images/1759491875117961216/Giu1NEzL_normal.jpg,https://x.com/SavageWiderness/status/1785926071738650825,tweet_id:1785926071738650825
India Today NE,@IndiaTodayNE,2024-05-02T05:24:10.000Z,True,#Sikkim: Huge traffic jam was witnessed following collapse of Toong Bridge leading delays in travel to North Sikkim.#ITNEShorts #Flood #Disaster #NaturalDisaster #Traffic #TrafficJam #NorthSikkim,0,0,0,179,"['#Sikkim', '#ITNEShorts', '#Flood', '#Disaster', '#NaturalDisaster', '#Traffic', '#TrafficJam', '#NorthSikkim']",[],[],https://pbs.twimg.com/profile_images/1543675771750821888/m31_cC1T_normal.jpg,https://x.com/IndiaTodayNE/status/1785903085325525257,tweet_id:1785903085325525257
News360,@News360press,2024-05-02T05:19:32.000Z,False,#BREAKING: Devastating Floods and Landslides in Kenya: A Tragic Toll of 181 Lives Lost#KenyaFloods #LandslideTragedy #KenyaDisaster #NaturalDisaster #FloodsInKenya #LandslidesInKenya #KenyaEmergency #FloodRelief #DisasterResponse #KenyaCrisis #EmergencyAid #SupportKenya #PrayFo,0,1,1,136,"['#BREAKING', '#KenyaFloods', '#LandslideTragedy', '#KenyaDisaster', '#NaturalDisaster', '#FloodsInKenya', '#LandslidesInKenya', '#KenyaEmergency', '#FloodRelief', '#DisasterResponse', '#KenyaCrisis', '#EmergencyAid', '#SupportKenya', '#PrayFo']",[],[],https://pbs.twimg.com/profile_images/1746234566174527488/XLWy9pSu_normal.jpg,https://x.com/News360press/status/1785901916830007659,tweet_id:1785901916830007659
ACLENet,@ACLENet,2024-05-02T02:19:21.000Z,False,"#Lightning, mudslides kill 10 people in #Rwanda #LightningSafety #LightningKills #LightningInAfrica #Africa #naturaldisaster #spreadtheword #SaveLives",0,0,0,172,"['#Lightning', '#Rwanda', '#LightningSafety', '#LightningKills', '#LightningInAfrica', '#Africa', '#naturaldisaster', '#spreadtheword', '#SaveLives']",[],[],https://pbs.twimg.com/profile_images/932656604318543872/pV1d13VS_normal.jpg,https://x.com/ACLENet/status/1785856575288037791,tweet_id:1785856575288037791
Freddy Monteblanco,@FreddyMontebla1,2024-05-01T20:56:51.000Z,True,Who felt the earthquake just now ? And from what city did you feel it from. #earthquake #earthquakedrill #safetyfirst #earthquakeready #preparenow #safetytips #earthquakesafety #naturaldisaster #emergencyresponse #Corona,1,0,2,404,"['#earthquake', '#earthquakedrill', '#safetyfirst', '#earthquakeready', '#preparenow', '#safetytips', '#earthquakesafety', '#naturaldisaster', '#emergencyresponse', '#Corona']",[],[],https://pbs.twimg.com/profile_images/1676683732160327682/a__4QzBn_normal.jpg,https://x.com/FreddyMontebla1/status/1785775415099015183,tweet_id:1785775415099015183
Click Me Pakistan,@ClickMePakistan,2024-05-01T19:50:11.000Z,False,"In April, Pakistan experienced an unusually high number of fatalities due to lightning strikes and storm-related incidents, resulting in the tragic loss of at least 143 lives. #clickmepakistan #rainfall #pakistan #naturaldisaster #government",0,0,1,17,"['#clickmepakistan', '#rainfall', '#pakistan', '#naturaldisaster', '#government']",[],[],https://pbs.twimg.com/profile_images/1719619306042929152/VD88NRRs_normal.jpg,https://x.com/ClickMePakistan/status/1785758635269783687,tweet_id:1785758635269783687
Phil Butler,@Philbo,2024-05-01T16:54:53.000Z,False,A deeper look at the Atlantis story with the Keftiu (Minoans) in focus ----The Keftiu: Were They the Children of Atlantis? #Atlantis #globalwaring #naturaldisaster #earthquakes #tsunami https://argophilia.com/news/the-keftiu-were-they-the-children-of-atlantis-narrative/234150/… via ,0,0,0,312,"['#Atlantis', '#globalwaring', '#naturaldisaster', '#earthquakes', '#tsunami']",['@argophilia'],[],https://pbs.twimg.com/profile_images/683627682224041984/MKSvja3p_normal.jpg,https://x.com/Philbo/status/1785714521014731210,tweet_id:1785714521014731210
Augurisk,@augurisk,2024-05-01T13:41:53.000Z,False,"Happy Workers Day from Augurisk! 

Celebrating the dedication of workers nationwide while ensuring their safety with our comprehensive risk assessment platform. #Augurisk #InternationalWorkersDay #naturaldisaster",0,0,0,16,"['#Augurisk', '#InternationalWorkersDay', '#naturaldisaster']",[],[],https://pbs.twimg.com/profile_images/1216715019083243520/4jUZQZ5s_normal.png,https://x.com/augurisk/status/1785665951125397659,tweet_id:1785665951125397659
Defense Logistics,@DLAMIL,2024-05-01T12:02:39.000Z,False,"#DLADistribution San Joaquin recently concluded a two-week Expeditionary Academy, training over two dozen #reservists to operate mobile distribution centers for #naturaldisaster response and military support. Uncover details here: https://dla.mil/About-DLA/News/News-Article-View/Article/3751215/dla-distribution-san-joaquin-hosts-expeditionary-academy/…",0,0,4,225,"['#DLADistribution', '#reservists', '#naturaldisaster']",[],[],https://pbs.twimg.com/profile_images/1432929435091615747/_FJhZdvj_normal.jpg,https://x.com/DLAMIL/status/1785640978985980267,tweet_id:1785640978985980267
Gujarati Midday,@middaygujarati,2024-05-01T08:47:49.000Z,False,"મુંબઈમાં ચોમાસાંની સાથે આવશે આ મુસીબત?, નાગરિકો માટે અલર્ટ જાહેર#middaynews #middaygujarati #MumbaiNews #HighTideAlert #CycloneWarning #IMD #MonsoonSeason #WeatherUpdate #NaturalDisaster #SafetyPrecautions #CoastalAreas #WeatherForecast #PublicSafetyhttps://gujaratimidday.com/news/mumbai-news/article/high-tide-alert-mumbai-to-witness-cyclones-along-with-monsoon-says-imd-218395…",0,0,0,21,"['#middaynews', '#middaygujarati', '#MumbaiNews', '#HighTideAlert', '#CycloneWarning', '#IMD', '#MonsoonSeason', '#WeatherUpdate', '#NaturalDisaster', '#SafetyPrecautions', '#CoastalAreas', '#WeatherForecast', '#PublicSafety']",[],[],https://pbs.twimg.com/profile_images/1088024627362721793/JwtGr-YJ_normal.jpg,https://x.com/middaygujarati/status/1785591945810649563,tweet_id:1785591945810649563
INcontext International,@IncontextI,2024-05-01T06:30:00.000Z,False,PRAY FOR CHINARead the full Pray for the Nations on our website:http://incontextinternational.org#INcontext #INcontextInternational #China #church #christian #prayforthenations #PrayForChina #NaturalDisaster #Guangdong #Guangzhou #FaithInAction #PersecutedChurch #ShareTheGospel,0,0,0,46,"['#INcontext', '#INcontextInternational', '#China', '#church', '#christian', '#prayforthenations', '#PrayForChina', '#NaturalDisaster', '#Guangdong', '#Guangzhou', '#FaithInAction', '#PersecutedChurch', '#ShareTheGospel']",[],['\\U0001f64f'],https://pbs.twimg.com/profile_images/1611731684587618304/hiCfWUZO_normal.jpg,https://x.com/IncontextI/status/1785557264335798380,tweet_id:1785557264335798380
shorts91,@shorts_91,2024-05-01T04:58:09.000Z,False,"Mass evacuations as Ruang volcano erupts in Indonesia, spewing lava and lightning. 

Read more on https://shorts91.com/category/international…#Indonesia #volcano #evacuation #naturaldisaster #RuangVolacano",0,1,3,92,"['#Indonesia', '#volcano', '#evacuation', '#naturaldisaster', '#RuangVolacano']",[],[],https://pbs.twimg.com/profile_images/1695773193556885504/gaqNtnPx_normal.jpg,https://x.com/shorts_91/status/1785534151451656346,tweet_id:1785534151451656346
Indo-Pacific Defense FORUM,@IPDefenseForum,2024-05-01T04:05:12.000Z,True,"""The residents of Satalo Falealili successfully completed a comprehensive four-day training strengthening their resilience against natural disasters and climate change impacts in Samoa.""#Samoa #ClimateChange #NaturalDisaster",0,0,1,172,"['#Samoa', '#ClimateChange', '#NaturalDisaster']",[],[],https://pbs.twimg.com/profile_images/1569453215426428930/pIs0Sz0T_normal.jpg,https://x.com/IPDefenseForum/status/1785520824457261179,tweet_id:1785520824457261179
TI #98000927156,@Goodcropbp,2024-05-01T01:17:33.000Z,False,"They have #NuclearWeapons, #EnergyWeapons, #BiologicalWeapons, #SonicWeapon, guns etc. Perhaps they also have a #NaturalDisaster weapons too?",0,0,0,12,"['#NuclearWeapons', '#EnergyWeapons', '#BiologicalWeapons', '#SonicWeapon', '#NaturalDisaster']",[],[],https://pbs.twimg.com/profile_images/1780493411205984256/TkPsMRgT_normal.png,https://x.com/Goodcropbp/status/1785478633869689223,tweet_id:1785478633869689223
ACLENet,@ACLENet,2024-04-30T22:54:05.000Z,False,"#Lightning strike claims two young lives in #Mwiguriro Village, #Uganda at around 6 PM on Apr. 28, 2024#LightningSafety #LightningKills #LightningInAfrica #Africa #Lightningstrike #naturaldisaster #SpreadTheWord #savelives",0,0,0,39,"['#Lightning', '#Mwiguriro', '#Uganda', '#LightningSafety', '#LightningKills', '#LightningInAfrica', '#Africa', '#Lightningstrike', '#naturaldisaster', '#SpreadTheWord', '#savelives']",[],[],https://pbs.twimg.com/profile_images/932656604318543872/pV1d13VS_normal.jpg,https://x.com/ACLENet/status/1785442529803899208,tweet_id:1785442529803899208
عين العقل,@Rafiei313,2024-04-30T20:31:55.000Z,False,مشهد يثير الرعب... #إعصار رملي يضرب مدينة #أبها في #السعودية... والسلطات تدعو المواطنين لتوخي الحذر#NaturalDisaster #SaudiArabia #KSA #Viral #ViralVideos #LBCI #LBCILebanon #LBCINews,0,0,2,208,"['#إعصار', '#أبها', '#السعودية', '#NaturalDisaster', '#SaudiArabia', '#KSA', '#Viral', '#ViralVideos', '#LBCI', '#LBCILebanon', '#LBCINews']",[],[],https://pbs.twimg.com/profile_images/1716170529399308288/GirV7_Ny_normal.jpg,https://x.com/Rafiei313/status/1785406751925284913,tweet_id:1785406751925284913
Yunus Arslan,@yunus_arslan_ya,2024-04-30T19:52:08.000Z,True,Woww Indonesia’s Mount Ruang volcano erupts#Indonesia #natural #naturaldisaster,1,5,5,3.9K,"['#Indonesia', '#natural', '#naturaldisaster']",[],[],https://pbs.twimg.com/profile_images/1415835188974731264/WV4g5LAC_normal.jpg,https://x.com/yunus_arslan_ya/status/1785396740683690470,tweet_id:1785396740683690470
Initium SoftWorks LLC (ISW),@ISWhub,2024-04-30T17:30:01.000Z,False,"As the nor'easter season comes to an end & the hurricane season is about to start, is your company prepared for an #Emergency? Don't wait until the next #NaturalDisaster happens to take action in protecting your #Data. See how ISW can help you #Prepare: https://zurl.co/Sv4H",0,0,0,21,"['#Emergency', '#NaturalDisaster', '#Data', '#Prepare']",[],[],https://pbs.twimg.com/profile_images/1676253749935759361/vrlrmOYJ_normal.jpg,https://x.com/ISWhub/status/1785360973140025585,tweet_id:1785360973140025585
GWAdvisors,@g_w_advisors,2024-04-30T17:00:48.000Z,False,"Experiencing a natural disaster like a flood, earthquake, or fire is stressful enough without adding insurance claims to the mix. Use this guide to help you file your claim as quickly and easily as possible: https://buff.ly/2lroQ0x #naturaldisaster #insuranceclaims",0,0,0,9,"['#naturaldisaster', '#insuranceclaims']",[],[],https://pbs.twimg.com/profile_images/887729279206907904/s8BjJLf7_normal.jpg,https://x.com/g_w_advisors/status/1785353623163044068,tweet_id:1785353623163044068
Curiosity Stream,@CuriosityStream,2024-04-30T15:01:44.000Z,True,"Follow the days and minutes leading to the 2019 White Island volcanic eruption.

Stream #countdowntodisaster #theeruptionofwhiteisland on #curiositystream! #volcaniceruption #whiteisland #naturaldisaster #watchandwonder #documentaryfilm",0,1,1,459,"['#countdowntodisaster', '#theeruptionofwhiteisland', '#curiositystream', '#volcaniceruption', '#whiteisland', '#naturaldisaster', '#watchandwonder', '#documentaryfilm']",[],['\\U0001f4fa'],https://pbs.twimg.com/profile_images/1734259460313321472/J2qbsXJ3_normal.jpg,https://x.com/CuriosityStream/status/1785323659537555494,tweet_id:1785323659537555494
ACLENet,@ACLENet,2024-04-30T14:48:03.000Z,False,"#Lightning Kills a #father, the #mother and 2 #kids survived in Rukeri Village, Kabuye Cell, Maraba Sector, Huye District, #Rwanda.#LightningSafety #LightningKills #LightningInAfrica #Africa #naturaldisaster #SpreadTheWord #savelives",0,0,0,34,"['#Lightning', '#father', '#mother', '#kids', '#Rwanda', '#LightningSafety', '#LightningKills', '#LightningInAfrica', '#Africa', '#naturaldisaster', '#SpreadTheWord', '#savelives']",[],[],https://pbs.twimg.com/profile_images/932656604318543872/pV1d13VS_normal.jpg,https://x.com/ACLENet/status/1785320216676663715,tweet_id:1785320216676663715
ACLENet,@ACLENet,2024-04-30T14:42:30.000Z,False,"#Lightning strike kills 300 #goats in Hiiraan region, #Somalia #LightningSafety #LightningKills #LightningInAfrica #Africa #naturaldisaster #SpreadTheWord #savelives",0,0,0,19,"['#Lightning', '#goats', '#Somalia', '#LightningSafety', '#LightningKills', '#LightningInAfrica', '#Africa', '#naturaldisaster', '#SpreadTheWord', '#savelives']",[],[],https://pbs.twimg.com/profile_images/932656604318543872/pV1d13VS_normal.jpg,https://x.com/ACLENet/status/1785318819491086516,tweet_id:1785318819491086516
City Headlines,@CityHeadlines2,2024-04-30T13:18:06.000Z,False,"Jammu-Kashmir बाढ़ के बाद हुए भूस्खलन में 5 लोगों की हुई मौत, कई लोग हुए घायल  #jammukashmir #floods #landslide #Deaths #Injuries #srinagar #jammu #nationalhighway #damage #doda #Riasi #kishtwar #ramaband #baramulla #rainfall #naturaldisaster #tragedy #rescueoperations",0,0,1,216,"['#jammukashmir', '#floods', '#landslide', '#Deaths', '#Injuries', '#srinagar', '#jammu', '#nationalhighway', '#damage', '#doda', '#Riasi', '#kishtwar', '#ramaband', '#baramulla', '#rainfall', '#naturaldisaster', '#tragedy', '#rescueoperations']",[],[],https://pbs.twimg.com/profile_images/1758742957090385920/dAZb_IWP_normal.jpg,https://x.com/CityHeadlines2/status/1785297576654213157,tweet_id:1785297576654213157
Zoop Press,@zooppress,2024-04-30T10:25:47.000Z,False,"BREAKING: Mount Ruang Erupts Again! Airport Closed, Villages Covered in Ash!#MountRuang #VolcanoEruption #Indonesia #NaturalDisaster #BreakingNews",0,0,0,77,"['#MountRuang', '#VolcanoEruption', '#Indonesia', '#NaturalDisaster', '#BreakingNews']",[],[],https://pbs.twimg.com/profile_images/1760920178374688768/hi4vsKpC_normal.jpg,https://x.com/zooppress/status/1785254212517171525,tweet_id:1785254212517171525
Kashmir Scan,@KashmirScan,2024-04-30T05:32:22.000Z,False,"Four people, including three minors, were killed in floods caused by incessant rain in J&K during the last four days, IANS reports #JammuAndKashmir #Floods #Rainfall #NaturalDisaster #Tragedy #LossOfLife #EmergencyResponse #WeatherAlert #SafetyAwareness #Kashmir",0,0,2,86,"['#JammuAndKashmir', '#Floods', '#Rainfall', '#NaturalDisaster', '#Tragedy', '#LossOfLife', '#EmergencyResponse', '#WeatherAlert', '#SafetyAwareness', '#Kashmir']",[],[],https://pbs.twimg.com/profile_images/1690978105060663296/s_3Xcwix_normal.jpg,https://x.com/KashmirScan/status/1785180371568456084,tweet_id:1785180371568456084
The Asian Affairs,@TheAsianAffairs,2024-04-30T04:22:31.000Z,False,"Indonesia awakens to the Ruang volcanic eruption, unleashing solid material and pyroclastic flows this morning, April 30.#RuangVolcano #Indonesia #Eruption #NaturalDisaster #VolcanicActivity",0,1,3,485,"['#RuangVolcano', '#Indonesia', '#Eruption', '#NaturalDisaster', '#VolcanicActivity']",[],[],https://pbs.twimg.com/profile_images/1346067308385472512/hTfrk9jo_normal.jpg,https://x.com/TheAsianAffairs/status/1785162794947715541,tweet_id:1785162794947715541
Seven Corners Travel Insurance,@SevenCornersInc,2024-04-29T21:31:05.000Z,True,Thinking about traveling after a natural disaster?  Check out this insightful blog post for tips on whether it's safe and ethical to do so. #TravelTips #NaturalDisaster #EthicalTravel #TripHappens https://sevencorners.com/blog/travel-tips/should-you-travel-after-a-natural-disaster…,0,0,2,23,"['#TravelTips', '#NaturalDisaster', '#EthicalTravel', '#TripHappens']",[],"['\\U0001f30d', '\\u2708\\ufe0f']",https://pbs.twimg.com/profile_images/1661693985847484416/Mpx2u3Md_normal.jpg,https://x.com/SevenCornersInc/status/1785059253956317263,tweet_id:1785059253956317263
News18,@CNNnews18,2024-04-29T17:49:34.000Z,True,Ninety-three people have died in the flooding in Kenya and that number is expected to rise after a boat capsized in the northern Garissa county#Kenya #KenyaFloods #Flood #NaturalDisaster,0,1,6,1.9K,"['#Kenya', '#KenyaFloods', '#Flood', '#NaturalDisaster']",[],[],https://pbs.twimg.com/profile_images/1559788694709473280/j1s3zm5m_normal.jpg,https://x.com/CNNnews18/status/1785003505112989936,tweet_id:1785003505112989936
Newsweek en Español América,@NWEspAmerica,2024-04-29T17:30:17.000Z,False,"Al menos cuatro personas, incluido un bebé, perdieron la vida como consecuencia de un tornado que azotó Oklahoma durante la noche.
Más información en: https://goo.su/DEMK4X#news #USA #naturaldisaster #OklahomaTornado",0,0,0,64,"['#news', '#USA', '#naturaldisaster', '#OklahomaTornado']",[],[],https://pbs.twimg.com/profile_images/1541851704798466051/2P0WeeRH_normal.jpg,https://x.com/NWEspAmerica/status/1784998656216641598,tweet_id:1784998656216641598
No Fluff News,@RealNoFluffNews,2024-04-29T16:10:23.000Z,False,"Deadly Tornadoes in the State

Clean-up is underway after deadly tornadoes ripped across the state, shattering homes and businesses, with a long recovery ahead.#tornadoes #naturaldisaster #recovery",0,0,0,9,"['#tornadoes', '#naturaldisaster', '#recovery']",[],[],https://pbs.twimg.com/profile_images/1759333004319608832/ksfg064u_normal.jpg,https://x.com/RealNoFluffNews/status/1784978547162992929,tweet_id:1784978547162992929
Yulia Mit,@MitYulia,2024-04-29T15:56:39.000Z,True,"#Kazakhstan #floods #NaturalDisaster 

𝗞𝗮𝘇𝗮𝗸𝗵𝘀𝘁𝗮𝗻 𝗳𝗮𝗰𝗲𝗱 𝘁𝗵𝗲 𝗹𝗮𝗿𝗴𝗲𝘀𝘁 𝘀𝗽𝗿𝗶𝗻𝗴 𝗳𝗹𝗼𝗼𝗱𝘀 𝗶𝗻 𝗼𝘃𝗲𝗿 𝟴𝟬 𝘆𝗲𝗮𝗿𝘀.
𝖮𝗏𝖾𝗋 𝟣𝟣𝟣,𝟢𝟢𝟢 𝗉𝖾𝗈𝗉𝗅𝖾 𝗐𝖾𝗋𝖾 𝖾𝗏𝖺𝖼𝗎𝖺𝗍𝖾𝖽, 𝗐𝗂𝗍𝗁 𝗍𝗁𝖾 𝖺𝗋𝗆𝗒 𝖺𝗇𝖽 𝖾𝗆𝖾𝗋𝗀𝖾𝗇𝖼𝗒 𝗍𝖾𝖺𝗆𝗌",4,6,13,2.6K,"['#Kazakhstan', '#floods', '#NaturalDisaster']",[],[],https://pbs.twimg.com/profile_images/1733370081478942722/zYHZD7_t_normal.jpg,https://x.com/MitYulia/status/1784975092520267983,tweet_id:1784975092520267983
Kz Qz,@KristyanTigray,2024-04-29T14:33:06.000Z,False,"#tornado scales & degrees#usa 
Repent #endtimes #birthpangs 
Christianity #endoftheworld #naturaldisasterOklahoma, Kansas, Nebraska, Wisconsin, Florida, Ohio, Iowa, Missouri, Texas, ..https://vm.tiktok.com/ZGexYS3dM/",0,1,1,189,"['#tornado', '#usa', '#endtimes', '#birthpangs', '#endoftheworld', '#naturaldisaster']",[],[],https://pbs.twimg.com/profile_images/1803588413221715968/bDl9KoCd_normal.jpg,https://x.com/KristyanTigray/status/1784954062586138757,tweet_id:1784954062586138757
